,id,pid,ms_subclass,ms_zoning,lot_frontage,lot_area,street,alley,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod/add,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating,heating_qc,central_air,electrical,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_type,garage_yr_blt,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,fence,misc_feature,misc_val,mo_sold,yr_sold,sale_type,saleprice,has_pool,has_remodel,price_per_sqft,neighborhood_price_high,neighborhood_price_low,housing_stock
945,1351,903236010,50,RM,50.0,8635,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,5,1948,2001,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3.0,3.0,No,3.0,336.0,5.0,41.0,295.0,672.0,GasA,3,1,SBrkr,1072,213,0,1285,1.0,0.0,1,0,2,1,3,6,Min1,0,,Detchd,1948.0,Unf,1.0,240.0,3.0,3.0,1.0,0,0,0,0,0,MnPrv,None,0,1,2008,WD ,127000,0,1,98.83268482490273,0,0,3
946,246,906201120,20,RL,83.0,11980,Pave,None,Reg,Low,AllPub,Inside,Mod,SawyerW,Norm,Norm,1Fam,1Story,7,5,1987,1987,Gable,CompShg,Plywood,Plywood,BrkFace,177.0,4,3,CBlock,4.0,3.0,Gd,5.0,1433.0,0.0,0.0,0.0,1433.0,GasA,5,1,SBrkr,1433,0,0,1433,1.0,0.0,1,1,1,1,4,4,Typ,2,3.0,Attchd,1987.0,RFn,2.0,528.0,4.0,4.0,1.0,0,278,0,0,266,MnPrv,None,0,6,2010,WD ,270000,0,0,188.4159106769016,1,0,3
947,802,906201130,50,RL,79.0,12327,Pave,None,IR1,Low,AllPub,Inside,Mod,SawyerW,Norm,Norm,1Fam,1.5Fin,8,8,1983,2009,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,4,3,CBlock,4.0,3.0,Gd,5.0,1441.0,0.0,0.0,55.0,1496.0,GasA,5,1,SBrkr,1496,636,0,2132,1.0,0.0,1,1,1,1,4,5,Min2,1,4.0,BuiltIn,1983.0,Fin,2.0,612.0,4.0,3.0,1.0,349,40,0,0,0,None,None,0,9,2009,WD ,316600,0,1,148.49906191369607,0,0,3
948,1404,905402090,80,RL,124.0,11512,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,SLvl,6,7,1959,2006,Gable,CompShg,Plywood,Plywood,BrkFace,84.0,3,3,CBlock,3.0,3.0,Av,4.0,719.0,0.0,0.0,300.0,1019.0,GasA,4,1,SBrkr,1357,0,0,1357,1.0,0.0,1,0,2,1,5,5,Typ,1,4.0,Basment,1959.0,RFn,1.0,312.0,3.0,3.0,1.0,0,0,0,0,163,GdPrv,None,0,5,2008,WD ,177000,0,1,130.43478260869566,0,0,4
949,803,906203120,20,RL,90.0,14684,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,7,1990,1991,Hip,CompShg,HdBoard,HdBoard,BrkFace,234.0,4,3,CBlock,4.0,3.0,Mn,4.0,485.0,3.0,177.0,1496.0,2158.0,GasA,4,1,SBrkr,2196,0,0,2196,0.0,0.0,2,0,3,1,4,7,Typ,1,3.0,Attchd,1990.0,RFn,3.0,701.0,3.0,3.0,1.0,84,70,0,0,0,None,None,0,6,2009,WD ,271900,0,1,123.81602914389799,0,0,3
950,1595,923225150,160,RM,,2665,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,5,6,1976,1976,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,3,PConc,4.0,3.0,Mn,0.0,0.0,0.0,0.0,264.0,264.0,GasA,3,1,SBrkr,616,688,0,1304,0.0,0.0,1,1,3,1,3,4,Typ,1,4.0,BuiltIn,1976.0,Fin,1.0,336.0,3.0,3.0,1.0,141,24,0,0,0,None,None,0,6,2008,WD ,115000,0,0,88.19018404907976,0,1,1
951,1319,902330010,70,RM,50.0,5250,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,8,5,1872,1987,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,BrkTil,3.0,2.0,No,1.0,259.0,0.0,0.0,425.0,684.0,OthW,2,0,SBrkr,938,1215,205,2358,0.0,0.0,2,0,4,1,3,8,Typ,0,,None,None,None,0.0,0.0,0.0,,1.0,0,54,20,0,0,None,None,0,12,2008,WD ,122000,0,1,51.73876166242579,0,1,4
952,2231,909475230,20,RL,70.0,18044,Pave,None,IR1,HLS,AllPub,CulDSac,Gtl,Crawfor,Norm,Norm,1Fam,1Story,8,5,1986,1986,Gable,CompShg,WdShing,Plywood,None,0.0,4,3,CBlock,4.0,3.0,No,0.0,0.0,0.0,0.0,279.0,279.0,GasA,4,1,SBrkr,2726,0,0,2726,0.0,0.0,2,1,2,1,4,6,Typ,1,4.0,Attchd,1986.0,Fin,2.0,691.0,4.0,4.0,1.0,216,64,169,0,0,None,None,0,8,2007,WD ,315000,1,0,115.55392516507703,0,0,3
953,2162,907410050,60,RL,79.0,9245,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,3.0,Av,0.0,0.0,0.0,0.0,939.0,939.0,GasA,5,1,SBrkr,939,858,0,1797,0.0,0.0,2,1,3,1,4,8,Typ,0,,Attchd,2006.0,RFn,2.0,639.0,3.0,3.0,1.0,144,53,0,0,0,None,None,0,4,2007,WD ,213500,0,0,118.80912632164718,0,0,4
954,2622,535451190,20,RL,60.0,7200,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1950,1950,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,0.0,,,,0.0,,0.0,0.0,0.0,GasA,3,1,FuseF,1040,0,0,1040,0.0,0.0,1,0,2,1,3,5,Typ,0,,Detchd,1950.0,Unf,2.0,625.0,3.0,3.0,1.0,0,0,0,0,0,None,None,0,6,2006,WD ,109500,0,0,105.28846153846153,0,0,5
955,1300,902201120,20,RM,50.0,6000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,5,1948,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,3.0,3.0,No,4.0,104.0,3.0,169.0,516.0,789.0,GasA,5,1,SBrkr,789,0,0,789,0.0,0.0,1,0,2,1,3,5,Typ,0,,Detchd,1948.0,Unf,1.0,250.0,3.0,3.0,1.0,0,0,0,0,0,None,None,0,4,2008,WD ,115000,0,1,145.75411913814955,0,0,4
956,2505,533206040,120,FV,34.0,3628,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,7,5,2004,2004,Gable,CompShg,MetalSd,MetalSd,None,0.0,4,3,PConc,4.0,3.0,No,0.0,0.0,0.0,0.0,1143.0,1143.0,GasA,5,1,SBrkr,1143,0,0,1143,0.0,0.0,1,1,1,1,4,5,Typ,1,4.0,Attchd,2004.0,RFn,2.0,588.0,3.0,3.0,1.0,0,191,0,0,0,None,None,0,5,2006,WD ,176400,0,0,154.33070866141733,1,0,4
957,582,534127170,20,RL,,9156,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,PosN,Norm,1Fam,1Story,6,7,1968,1968,Hip,CompShg,BrkFace,BrkFace,None,0.0,3,3,CBlock,3.0,3.0,No,0.0,0.0,0.0,0.0,1489.0,1489.0,GasA,4,1,SBrkr,1489,0,0,1489,0.0,0.0,2,0,3,1,4,7,Typ,1,4.0,Attchd,1968.0,RFn,2.0,462.0,3.0,3.0,1.0,0,0,0,0,0,None,None,0,8,2009,WD ,185750,0,0,124.74815312290127,0,0,3
958,1458,907254020,60,RL,73.0,9066,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,1999,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,320.0,4,3,PConc,4.0,3.0,Mn,5.0,668.0,0.0,0.0,336.0,1004.0,GasA,5,1,SBrkr,1004,848,0,1852,0.0,0.0,2,1,3,1,4,7,Typ,2,3.0,Attchd,1999.0,Fin,3.0,660.0,3.0,3.0,1.0,224,106,0,0,0,GdPrv,None,0,12,2008,WD ,230000,0,1,124.19006479481641,0,0,4
959,281,908203100,20,RL,64.0,6410,Pave,None,Reg,HLS,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,1958,1958,Hip,CompShg,WdShing,Wd Shng,None,0.0,3,3,CBlock,3.0,3.0,No,0.0,0.0,0.0,0.0,960.0,960.0,GasA,5,1,SBrkr,960,0,0,960,0.0,0.0,1,0,3,1,3,5,Typ,0,,None,None,None,0.0,0.0,0.0,,1.0,0,0,0,0,0,MnPrv,None,0,5,2010,WD ,90000,0,0,93.75,0,0,4
960,1499,908154235,60,RL,313.0,63887,Pave,None,IR3,Bnk,AllPub,Corner,Gtl,Edwards,Feedr,Norm,1Fam,2Story,10,5,2008,2008,Hip,ClyTile,Stucco,Stucco,Stone,796.0,5,3,PConc,5.0,3.0,Gd,5.0,5644.0,0.0,0.0,466.0,6110.0,GasA,5,1,SBrkr,4692,950,0,5642,2.0,0.0,2,1,3,1,5,12,Typ,3,4.0,Attchd,2008.0,Fin,2.0,1418.0,3.0,3.0,1.0,214,292,0,0,0,None,None,0,1,2008,New,160000,1,0,28.35873803615739,0,1,4
961,2298,923230180,85,RL,54.0,7244,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,5,7,1970,1970,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,CBlock,4.0,3.0,Av,4.0,619.0,0.0,0.0,149.0,768.0,GasA,5,1,SBrkr,768,0,0,768,1.0,0.0,1,0,2,1,3,5,Typ,0,,Detchd,1987.0,Unf,2.0,624.0,3.0,3.0,1.0,104,0,0,0,0,None,None,0,4,2007,WD ,129500,0,0,168.61979166666666,1,0,3
962,2580,535180020,20,RL,72.0,10152,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1956,1994,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3.0,3.0,Av,3.0,914.0,0.0,0.0,210.0,1124.0,GasA,5,1,SBrkr,1124,0,0,1124,1.0,0.0,1,0,3,1,3,6,Typ,1,3.0,Attchd,1956.0,Fin,1.0,353.0,3.0,3.0,1.0,0,211,180,0,142,None,None,0,5,2006,WD ,153000,0,1,136.12099644128114,0,0,5
963,568,533210020,160,FV,30.0,3000,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,Stone,76.0,4,3,PConc,4.0,3.0,Av,5.0,294.0,0.0,0.0,318.0,612.0,GasA,5,1,SBrkr,612,612,0,1224,0.0,0.0,2,1,2,1,4,4,Typ,0,,Detchd,2009.0,RFn,2.0,528.0,3.0,3.0,1.0,0,234,0,0,0,None,None,0,6,2009,New,173733,0,0,141.93872549019608,0,0,4
964,1807,531363020,20,RL,63.0,7500,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,6,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4.0,3.0,No,0.0,0.0,0.0,0.0,1100.0,1100.0,GasA,5,1,SBrkr,1100,0,0,1100,0.0,0.0,1,1,3,1,3,6,Typ,0,,None,None,None,0.0,0.0,0.0,,1.0,0,136,0,0,0,None,None,0,6,2007,New,146000,0,1,132.72727272727272,0,0,3
965,129,534431070,50,RL,120.0,17360,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,6,6,1949,1950,Gable,CompShg,MetalSd,MetalSd,Stone,340.0,3,4,CBlock,3.0,3.0,No,2.0,300.0,0.0,0.0,482.0,782.0,GasA,3,1,SBrkr,1019,537,0,1556,0.0,0.0,2,0,3,1,3,6,Typ,1,4.0,Attchd,1949.0,Unf,2.0,470.0,3.0,3.0,1.0,0,0,150,0,0,None,None,0,1,2010,WD ,172500,0,1,110.8611825192802,0,0,5
966,2294,923229100,80,RL,,15957,Pave,None,IR1,Low,AllPub,Corner,Mod,Mitchel,Norm,Norm,1Fam,SLvl,6,6,1977,1977,Gable,CompShg,HdBoard,Plywood,None,0.0,3,3,PConc,4.0,3.0,Gd,5.0,1148.0,0.0,0.0,96.0,1244.0,GasA,3,1,SBrkr,1356,0,0,1356,2.0,0.0,2,0,3,1,3,6,Typ,1,3.0,Attchd,1977.0,Fin,2.0,528.0,3.0,3.0,1.0,1424,0,0,0,0,MnPrv,None,0,9,2007,WD ,188000,0,0,138.64306784660766,0,0,3
967,1860,533254130,20,RL,80.0,9600,Pave,None,Reg,Lvl,AllPub,FR2,Gtl,Veenker,Feedr,Norm,1Fam,1Story,6,8,1976,1976,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,4.0,3.0,Gd,4.0,978.0,0.0,0.0,284.0,1262.0,GasA,5,1,SBrkr,1262,0,0,1262,0.0,1.0,2,0,3,1,3,6,Typ,1,3.0,Attchd,1976.0,RFn,2.0,460.0,3.0,3.0,1.0,298,0,0,0,0,None,None,0,5,2007,WD ,181500,0,0,143.81933438985737,0,0,1
968,839,907131090,60,RL,43.0,10667,Pave,None,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,PosN,Norm,1Fam,2Story,7,6,1996,1996,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,3.0,Av,5.0,385.0,4.0,344.0,70.0,799.0,GasA,5,1,SBrkr,827,834,0,1661,1.0,0.0,2,1,3,1,4,6,Typ,1,3.0,Attchd,1996.0,RFn,2.0,550.0,3.0,3.0,1.0,158,61,0,0,0,None,None,0,4,2009,ConLw,212000,0,0,127.63395544852499,0,0,4
969,2349,527355060,60,RL,81.0,10530,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,PosA,Norm,1Fam,2Story,7,5,1978,1978,Gable,CompShg,Plywood,Plywood,BrkFace,68.0,3,3,CBlock,3.0,3.0,No,0.0,0.0,0.0,0.0,945.0,945.0,GasA,3,1,SBrkr,945,912,0,1857,0.0,0.0,2,1,4,1,3,8,Typ,1,3.0,Attchd,1978.0,RFn,2.0,482.0,3.0,3.0,1.0,400,105,0,0,0,GdPrv,None,0,7,2006,WD ,188900,0,0,101.72320947765213,0,0,3
970,1903,534450110,20,RL,50.0,5000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,3,3,1946,1950,Gable,CompShg,WdShing,Wd Shng,None,0.0,2,2,CBlock,2.0,2.0,No,1.0,299.0,0.0,0.0,367.0,666.0,GasA,2,0,SBrkr,666,0,0,666,0.0,1.0,1,0,2,1,4,4,Typ,0,,None,None,None,0.0,0.0,0.0,,0.0,0,52,0,0,0,MnPrv,None,0,4,2007,WD ,64500,0,1,96.84684684684684,0,0,3
971,234,905352140,60,RL,,17082,Pave,None,IR1,Low,AllPub,CulDSac,Mod,ClearCr,Norm,Norm,1Fam,2Story,6,5,1978,1992,Gable,CompShg,VinylSd,VinylSd,BrkFace,288.0,3,3,PConc,4.0,3.0,Av,4.0,964.0,0.0,0.0,153.0,1117.0,GasA,5,1,SBrkr,1117,864,0,1981,1.0,0.0,2,1,4,1,4,8,Typ,1,3.0,Attchd,1978.0,Fin,2.0,522.0,3.0,3.0,1.0,336,104,0,0,0,None,None,0,5,2010,WD ,230000,0,1,116.10297829379101,0,0,2
972,2172,908127060,50,RL,74.0,16287,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,6,1925,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,CBlock,3.0,3.0,No,4.0,130.0,3.0,105.0,666.0,901.0,GasA,3,1,SBrkr,901,450,0,1351,1.0,0.0,1,0,3,1,3,7,Typ,1,4.0,Detchd,1975.0,Unf,2.0,576.0,3.0,3.0,0.0,0,0,43,0,100,None,None,0,7,2007,WD ,122000,0,1,90.30347890451517,0,0,4
973,2588,535325340,20,RL,65.0,11050,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1956,1956,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3.0,3.0,No,1.0,488.0,0.0,0.0,517.0,1005.0,GasA,5,1,SBrkr,1005,0,0,1005,0.0,0.0,1,0,2,1,3,6,Typ,1,3.0,Attchd,1956.0,Unf,1.0,319.0,3.0,3.0,1.0,0,0,0,0,288,None,None,0,7,2006,WD ,133500,0,0,132.83582089552237,0,0,5
974,1289,902105020,50,RM,60.0,10440,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,6,7,1920,1950,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,4,4,BrkTil,4.0,3.0,No,1.0,493.0,0.0,0.0,1017.0,1510.0,GasW,5,1,SBrkr,1584,1208,0,2792,0.0,0.0,2,0,5,1,3,8,Mod,2,3.0,Detchd,1920.0,Unf,2.0,520.0,2.0,3.0,1.0,0,547,0,0,480,MnPrv,Shed,1150,6,2008,WD ,256000,0,1,91.69054441260745,0,0,4
975,1596,923225200,160,RM,41.0,2665,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,5,7,1976,1976,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,3,PConc,4.0,3.0,No,4.0,318.0,0.0,0.0,232.0,550.0,GasA,3,1,SBrkr,925,550,0,1475,0.0,0.0,2,0,4,1,3,6,Typ,1,3.0,Attchd,1976.0,Unf,1.0,336.0,3.0,3.0,1.0,92,26,0,0,0,None,None,0,5,2008,WD ,129500,0,0,87.79661016949153,0,1,1
976,264,907250030,20,RL,80.0,10389,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2003,2003,Hip,CompShg,CemntBd,CmentBd,BrkFace,320.0,4,3,PConc,4.0,3.0,No,5.0,1682.0,0.0,0.0,296.0,1978.0,GasA,5,1,SBrkr,1978,0,0,1978,1.0,0.0,2,1,3,1,4,8,Typ,1,4.0,Attchd,2003.0,RFn,3.0,850.0,3.0,3.0,1.0,188,25,0,0,0,None,None,0,5,2010,WD ,318000,0,0,160.7684529828109,1,0,4
977,451,528172060,20,RL,70.0,9658,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,383.0,4,3,PConc,4.0,3.0,No,0.0,0.0,0.0,0.0,1598.0,1598.0,GasA,4,1,SBrkr,1606,0,0,1606,0.0,0.0,2,0,3,1,4,6,Typ,1,4.0,Attchd,2006.0,RFn,3.0,871.0,3.0,3.0,1.0,230,60,0,0,0,None,None,0,7,2009,WD ,255900,0,0,159.33997509339974,1,0,4
978,536,531363050,20,RL,63.0,7500,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4.0,3.0,No,0.0,0.0,0.0,0.0,1158.0,1158.0,GasA,5,1,SBrkr,1158,0,0,1158,0.0,0.0,1,1,3,1,4,5,Typ,0,,None,None,None,0.0,0.0,0.0,,1.0,0,50,0,0,0,None,None,0,8,2009,WD ,143500,0,0,123.92055267702936,0,0,3
979,43,528138020,20,RL,79.0,14122,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2005,2006,Hip,CompShg,CemntBd,CmentBd,BrkFace,240.0,4,3,PConc,5.0,3.0,No,5.0,28.0,0.0,0.0,1794.0,1822.0,GasA,5,1,SBrkr,1822,0,0,1822,0.0,0.0,2,0,3,1,5,8,Typ,1,4.0,Attchd,2005.0,RFn,3.0,678.0,3.0,3.0,1.0,0,119,0,0,0,None,None,0,2,2010,WD ,259000,0,1,142.15148188803514,0,0,4
980,2223,909428120,20,RL,,21000,Pave,None,Reg,Bnk,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,5,1953,1953,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,184.0,3,4,CBlock,4.0,3.0,Mn,4.0,35.0,2.0,869.0,905.0,1809.0,GasA,3,1,SBrkr,2259,0,0,2259,1.0,0.0,2,0,3,1,4,7,Typ,2,4.0,Basment,1953.0,Unf,2.0,450.0,3.0,3.0,1.0,166,120,192,0,0,MnPrv,None,0,10,2007,COD,217000,0,0,96.06020362992474,0,0,3
981,2009,903206170,50,RL,70.0,8737,Pave,None,IR1,Bnk,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,7,1923,1950,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,3,3,BrkTil,4.0,3.0,No,2.0,300.0,0.0,0.0,765.0,1065.0,GasA,5,1,FuseA,915,720,0,1635,0.0,0.0,1,1,3,1,3,6,Typ,1,4.0,Detchd,1950.0,Unf,2.0,440.0,3.0,3.0,1.0,0,38,0,144,0,None,None,0,5,2007,WD ,210000,0,1,128.44036697247705,0,0,3
982,394,527402220,20,RL,,8750,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1970,1970,Gable,CompShg,MetalSd,MetalSd,BrkFace,76.0,3,3,CBlock,3.0,3.0,No,3.0,828.0,0.0,0.0,174.0,1002.0,GasA,3,1,SBrkr,1002,0,0,1002,1.0,0.0,1,0,3,1,3,5,Typ,0,,Detchd,1973.0,Unf,2.0,902.0,3.0,3.0,1.0,0,0,0,0,0,MnPrv,None,0,8,2009,WD ,148500,0,0,148.20359281437126,0,0,5
983,1738,528222050,60,RL,73.0,8499,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4.0,3.0,No,0.0,0.0,0.0,0.0,616.0,616.0,GasA,5,1,SBrkr,616,796,0,1412,0.0,0.0,2,1,3,1,4,6,Typ,1,4.0,BuiltIn,2007.0,Fin,2.0,432.0,3.0,3.0,1.0,0,36,0,0,0,None,None,0,3,2007,New,156932,0,1,111.14164305949008,0,0,4
984,1196,534225110,90,RL,72.0,11072,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,5,5,1965,1965,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3.0,3.0,No,0.0,0.0,0.0,0.0,1728.0,1728.0,GasA,3,1,SBrkr,1728,0,0,1728,0.0,0.0,2,0,6,2,3,10,Typ,0,,Detchd,1987.0,Unf,2.0,576.0,3.0,3.0,1.0,0,0,0,0,0,None,None,0,11,2008,WD ,145000,0,0,83.91203703703704,0,1,5
985,828,906380210,20,RL,64.0,6762,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,3.0,Av,5.0,902.0,0.0,0.0,380.0,1282.0,GasA,5,1,SBrkr,1290,0,0,1290,1.0,0.0,2,0,2,1,4,6,Typ,1,4.0,Attchd,2007.0,RFn,2.0,662.0,3.0,3.0,1.0,168,0,0,0,0,None,None,0,5,2009,WD ,200000,0,0,155.03875968992247,1,0,4
986,1694,528106110,20,RL,105.0,15431,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,10,5,2005,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,400.0,5,3,PConc,5.0,3.0,Gd,5.0,1430.0,0.0,0.0,564.0,1994.0,GasA,5,1,SBrkr,2046,0,0,2046,1.0,0.0,2,1,2,1,5,7,Typ,2,4.0,Attchd,2005.0,Fin,3.0,878.0,3.0,3.0,1.0,188,65,0,0,175,None,None,0,8,2007,WD ,450000,0,1,219.94134897360703,1,0,4
987,571,533213040,160,FV,34.0,3230,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,1999,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,894.0,3,3,PConc,4.0,3.0,No,5.0,381.0,0.0,0.0,348.0,729.0,GasA,4,1,SBrkr,742,729,0,1471,0.0,0.0,2,1,3,1,3,6,Typ,0,,Detchd,1999.0,Unf,2.0,440.0,3.0,3.0,1.0,0,24,0,0,0,None,None,0,3,2009,WD ,172500,0,0,117.26716519374575,0,0,4
988,1192,534177180,60,RL,90.0,10800,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,7,1974,1997,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3.0,3.0,No,4.0,956.0,2.0,182.0,384.0,1522.0,GasA,3,1,SBrkr,1548,1066,0,2614,0.0,0.0,2,1,4,1,3,9,Typ,1,3.0,Attchd,1974.0,RFn,2.0,624.0,3.0,3.0,1.0,38,243,0,0,0,None,None,0,6,2008,WD ,240000,0,1,91.8133129303749,0,0,3
989,1806,528482090,60,FV,102.0,11143,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2004,2005,Gable,CompShg,CemntBd,CmentBd,None,0.0,4,3,PConc,4.0,3.0,No,0.0,0.0,0.0,0.0,1580.0,1580.0,GasA,5,1,SBrkr,1580,886,0,2466,0.0,0.0,3,0,4,1,4,8,Typ,1,4.0,Attchd,2004.0,RFn,2.0,610.0,3.0,3.0,1.0,159,214,0,0,0,None,None,0,12,2007,WD ,340000,0,1,137.87510137875103,0,0,4
990,962,916386140,20,RL,73.0,8925,Pave,None,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,3.0,Av,5.0,16.0,0.0,0.0,1450.0,1466.0,GasA,5,1,SBrkr,1466,0,0,1466,0.0,0.0,2,0,3,1,4,7,Typ,0,,Attchd,2007.0,Fin,3.0,610.0,3.0,3.0,1.0,100,18,0,0,0,None,None,0,7,2009,WD ,201000,0,0,137.10777626193723,0,0,2
